id,age,education,education_coarse,condition,extr,extr_prctl,extr_type,extr_pro,extr_pro_c,ATI,ATI_prctl,ATI_type,ATI_pro
bUURAiDELURCQHpLIpQVLcod-E29p427Ta91pdO5LchJ8JhVYzOO3_iFO1sW_kUQ,40,Doctorate degree (PhD/MD/other),Graduate/doctorate degree,inoculation,3.5,0.5889010979599953,extr,0.08890109795999535,-0.16109890204000465,1.7777777777777777,0.06352488387403976,non-affine,0.43647511612596024
CcaOVN7Nj4VEk1s5fBUaZBA8VZ0fL7Dz75vxVPH-B7Sd4A1ifnoA0dqqfTOKBsVs,38,College/A levels,College,inoculation,4.375,0.8983529129357436,extr,0.3983529129357436,0.1483529129357436,4.333333333333333,0.9258744294380646,affine,0.42587442943806464
CH-ZIQ-CCFNrdcb391qzCEicXf_raV_UsqsFJM6TG8SceeyMCjdP6sEGr1eUodiW,27,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,3.25,0.4868504386124467,intr,0.013149561387553299,-0.2368504386124467,2.3333333333333335,0.18947165205564176,non-affine,0.31052834794435824
CJqcCRzGKqQdVHbeQWiIJo_xUoHy7msVH4zYudrvratfJ7clGyT1lbOsfC-Crgv6,38,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,1.625,0.03726602918584238,intr,0.4627339708141576,0.21273397081415762,1.8888888888888888,0.08126080329148719,non-affine,0.4187391967085128
CjQjrRsnxroQnNxXh5JnapEyCgDOS_z00YhTxktRMi0zSGY4eHDsuOJma2selWT3,22,College/A levels,College,control,3,0.3850917680096093,intr,0.11490823199039069,-0.13509176800960931,3.7777777777777777,0.7880697379814923,affine,0.28806973798149227
ckZugPuZQ67Nfu663JwSCc82XzXnlwp6D9r5xD1QXzfVDzX8bFtDpNystoiGo_JE,33,College/A levels,College,control,2.875,0.33779873879866107,intr,0.16220126120133893,-0.08779873879866107,2,0.10249866995949809,non-affine,0.3975013300405019
CmR_fMP1nIW1zHf8bx-aGZoZxz8YrI5P_Xgbpe5sT_Muw1GJeWivKFxzNVW3DYpm,28,College/A levels,College,inoculation,2.875,0.32596343905583886,intr,0.17403656094416114,-0.07596343905583886,3.111111111111111,0.5097921732922717,affine,0.009792173292271666
cSc4KI0JkGeMJuIu9xUBXcxQXxTaZXwvxaG164GVXThLFHPOeuGrYSgyT4QN06lt,26,College/A levels,College,inoculation,1.75,0.04323813274683282,intr,0.4567618672531672,0.2067618672531672,2.6666666666666665,0.3112719958575155,non-affine,0.18872800414248447
cULFMg2oNGGjxM96_XjABGFpFHwikt5P0og6APR6O5_55SciI5o0fXrpasPG3of8,39,Secondary school/GCSE,Secondary school/GCSE or less,control,2.75,0.2989327447218728,intr,0.2010672552781272,-0.04893274472187281,4,0.8550040836957316,affine,0.35500408369573155
CyLcp0uFyplNB4qJ4cdG-btKlzhNHHEv3kZzvuJ4O1RDizgK2FF6QiaJc1QEr64w,35,Secondary school/GCSE,Secondary school/GCSE or less,control,2.375,0.1573293969362782,intr,0.34267060306372177,0.09267060306372177,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
d9GNyxFKpVJ14E9-YYKMTYAaiKUCGqVueou8VeYn70LvAuazHb96x7PYtH4AlEnI,27,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,3.25,0.4868504386124467,intr,0.013149561387553299,-0.2368504386124467,2.7777777777777777,0.3582841048572582,non-affine,0.1417158951427418
DE6TWurrnK8kj7s4CRD8uQalKWM9mtT93y1Zgysf4iVSAhywmXdyMWHKe_tzv2u-,26,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,2.625,0.22580090449454418,intr,0.27419909550545585,0.024199095505455848,3.4444444444444446,0.6598833175440008,affine,0.15988331754400076
dEo56gU62GL9gYyXn3lQjaepdSULWFRaPD2qVag1TxwCQd5Ule73Mu_7A5xEUrxT,27,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,3.875,0.7433945360620126,extr,0.24339453606201256,-0.006605463937987444,3.6666666666666665,0.7487440315963316,affine,0.24874403159633163
DFvuwKvVEuMiTFCSurDk-vudj6Ek2NNNI649ub-fXKMkxJRZxGdgCh_sG3WUvYdi,38,College/A levels,College,control,2.875,0.3466264680289786,intr,0.15337353197102138,-0.09662646802897862,3.6666666666666665,0.7487440315963316,affine,0.24874403159633163
diqL0Q4a-Zk_UXABVpBJYILpquif3ElDS0s_WPreJH-2G7IKwco6FJMC3pe1G7Io,30,College/A levels,College,inoculation,3,0.37785807728839665,intr,0.12214192271160335,-0.12785807728839665,2.4444444444444446,0.22643286628317424,non-affine,0.27356713371682573
DnF8n0vDCJz2-_HZs-Bj3p5movVi50nD-yBNZ9kpJNzJrmThELOCGILKGCHx9Y67,25,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,4.125,0.8147679563775835,extr,0.3147679563775835,0.06476795637758348,3.7777777777777777,0.7880697379814923,affine,0.28806973798149227
dOVYBvfWSfTaWHol4TZIp6okSV13MP3c0fULivFeta9lnwLapIdhNSyt8tShN4m3,19,No formal qualifications,Secondary school/GCSE or less,inoculation,2.25,0.1332602629025054,intr,0.36673973709749463,0.11673973709749463,3.4444444444444446,0.6598833175440008,affine,0.15988331754400076
e-aQeVcdNgPmEnQ2uyJxXVNvrsgUr84ketb6gEyN4p9LTc03poqDW85kZKxVFVtB,18,College/A levels,College,inoculation,2.5,0.20232838096364308,intr,0.2976716190363569,0.047671619036356916,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
E4OqCBcGnA2sDtSUB2pDBzxPQ2mq5fnTJESod9F1TMhZ2N9-TriOAHh25-n0e48b,27,College/A levels,College,control,4.125,0.8234443827469973,extr,0.32344438274699727,0.07344438274699727,2,0.10249866995949809,non-affine,0.3975013300405019
ebNcJ9OFiY-u34Mt9dtcJTsjoTF1YkxUPzpd620exZRFpLTinDhsicyVn5I7DG1n,36,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,1.75,0.05077736007823844,intr,0.4492226399217616,0.1992226399217616,1.2222222222222223,0.01493406947788233,non-affine,0.48506593052211766
ECsChYzLbD4VH3aRmzT5UHbnFDwjPtWiYnnvKuszT92rpbuKBHP7A3IupRM9-zaM,32,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,3.75,0.7051689799095457,extr,0.20516897990954575,-0.044831020090454254,2.888888888888889,0.4075506654302435,non-affine,0.09244933456975651
Ekbij0PUKqMEELH2OMAkWyPwurOR2QjSNpqD4VWVCE45ci6HBavbJ6FIGVc7tvru,31,Secondary school/GCSE,Secondary school/GCSE or less,control,3.375,0.5287874697124002,extr,0.028787469712400204,-0.2212125302875998,3.3333333333333335,0.6113907830650629,affine,0.11139078306506289
emJ0lfB7m32_p23Q79-IrnPwnacA-O80PzEQTFLADwROSH-XEUDQWo91OSMw1UV_,40,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,3.5,0.5889010979599953,extr,0.08890109795999535,-0.16109890204000465,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
eOI8YSCe7bO3saJwGVE5ITcipJUKlNut_RXfwcKv5j9tbK4oH3uEm_02coONlPx1,19,College/A levels,College,control,2.75,0.289257360753972,intr,0.21074263924602799,-0.039257360753972015,3.3333333333333335,0.6113907830650629,affine,0.11139078306506289
ET9NHz48GPPsALhbjJpYQx1BpE9EvUWyoIyVG2pXNny9-yg9uVHl9MwJhZyS89Ss,37,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,1.375,0.02023530932964715,intr,0.4797646906703529,0.22976469067035288,2.111111111111111,0.12750953606128893,non-affine,0.3724904639387111
etXOILTFx33UIoJOC-3qCo18aYeZDAtZ3r9tHxQYQQS0zK5av64XpfcTu980C2Az,28,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,1.75,0.04707384517339684,intr,0.45292615482660314,0.20292615482660314,2,0.10249866995949809,non-affine,0.3975013300405019
Fd_IKqhGUOxyPAoDgZIwsTbq3LOK5OooXxCS4_2wcI1V7AeV_D62nkPvbijy2C07,32,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,3.125,0.43529018093898475,intr,0.06470981906101525,-0.18529018093898475,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
fhze-YjJ3cAqQCxpC7aW5be3I5N2ExoBti3kJBOmfnzAXqzOL4hExVYfWTdrMtLr,40,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,4.25,0.8571079258554607,extr,0.3571079258554607,0.1071079258554607,4.111111111111111,0.8824529363865857,affine,0.38245293638658573
FslV0jSzdtVrv7PAHXFAueiE2DfqtVZaRGkQJ4NkEz3q7c5oQ4qvXZDKAIZrjCoy,28,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,4.25,0.8516365779792595,extr,0.3516365779792595,0.10163657797925951,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
ftX5b6UBAy8yrXF3jvesamS9Yl_TkXVqtAXpwyIe03N42DKKrKiRJtod-18xTn_j,31,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,3.625,0.636830651175619,extr,0.136830651175619,-0.11316934882438101,2,0.10249866995949809,non-affine,0.3975013300405019
FZpqs7vkMnhh2-1DtxqeWNq2qJX2DUGPIBkU41UkE6ZBcvxERnhdhRPS1vVWjHhA,33,College/A levels,College,inoculation,1.875,0.06610616611319933,intr,0.4338938338868007,0.1838938338868007,2.7777777777777777,0.3582841048572582,non-affine,0.1417158951427418
fZuc8cY9PBloIfArsxBgXtQ1mFdZM_tGuqAuG_ANkiO_6aamxr3uIcoN9zgFMlnE,33,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,1.625,0.03776981507656937,intr,0.46223018492343065,0.21223018492343065,3.3333333333333335,0.6113907830650629,affine,0.11139078306506289
g8dQUQgYRVlT17mND6uMSxy8dQPI3YhsqAenXDmRzQ1QWXdslmUOBlhokDutASG9,30,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,3,0.37785807728839665,intr,0.12214192271160335,-0.12785807728839665,2.7777777777777777,0.3582841048572582,non-affine,0.1417158951427418
GcaUKtki7ija4IY14Za_eE0UZyiWIa-acXggEgqxoMw1r6qyjhpt3BQltiBCWmeQ,38,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,2.375,0.17105612630848183,intr,0.3289438736915182,0.07894387369151817,2.5555555555555554,0.26715276869871313,non-affine,0.23284723130128687
GdOh323iLwWdhRSzdCXjWCi4sJOBWdPKjf1D-_mnuyqmuqWANBf07sBnlnPHZ0N6,31,Secondary school/GCSE,Secondary school/GCSE or less,inoculation,3.625,0.636830651175619,extr,0.136830651175619,-0.11316934882438101,4.333333333333333,0.9258744294380646,affine,0.42587442943806464
GIEalaFDyg2MW309j06y5-gWD2NKcETpD1S4QU6hU018HEG1f_TKk08UzfqpFn1x,34,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,2,0.0827061277710377,intr,0.4172938722289623,0.1672938722289623,4,0.8550040836957316,affine,0.35500408369573155
gkyF69GueA1TsqTyebD84yt3v-WbbTXrGx7RCxJKcMetB_8EdjA4skPQweBXCK7b,29,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,2.5,0.19266107347647787,intr,0.3073389265235221,0.05733892652352213,4.666666666666667,0.9666234924151828,affine,0.46662349241518275
GPyc2RoZlry82qxwYZjkbOwZuEln-KqwXeUCOsPogdYGbJssYJlsjWfdtJaEgZA-,29,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,4,0.7823692392939845,extr,0.2823692392939845,0.0323692392939845,2.888888888888889,0.4075506654302435,non-affine,0.09244933456975651
gv0kFaQUH8CanTSXlh-4yJtPB72MCUBSAlCg4u5I7cgsNMy0XSI9IbSm9ilLdA7_,29,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,2.625,0.23246006031229044,intr,0.26753993968770956,0.01753993968770956,2.6666666666666665,0.3112719958575155,non-affine,0.18872800414248447
gw9KWCqdKszLUaJWuuOUyqpr-An2Q1aUpXLWuY2TxNTnLl-lr_qj13RDvtaByMx8,31,College/A levels,College,control,3.25,0.47342353569963486,intr,0.026576464300365144,-0.22342353569963486,3.111111111111111,0.5097921732922717,affine,0.009792173292271666
h70EP9KxPwf36ykU2kLqpVoF_FlASFULW4OKAyBvvB-_0xRyP8eIHZVZw1ZQ3TR8,31,College/A levels,College,inoculation,1.75,0.041518219688779105,intr,0.4584817803112209,0.2084817803112209,2.3333333333333335,0.18947165205564176,non-affine,0.31052834794435824
h7zYtnNqr5n5sU-kjDiqGnTPiHpIWc6txjNljG1G81mZZWLw2-TREiF_s1gah-GB,29,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,2.625,0.23246006031229044,intr,0.26753993968770956,0.01753993968770956,4.222222222222222,0.9060031443079403,affine,0.40600314430794027
HAddnim-t9xF3qwaNEnEK7Ln1THVmkO4Is2pgL1atHQy11jlIlJz8bx22vp8VQXa,36,College/A levels,College,control,1.5,0.027932459515083205,intr,0.4720675404849168,0.22206754048491678,4.111111111111111,0.8824529363865857,affine,0.38245293638658573
HaRn5zMz19o3T99hUgnYOoGB2yAE4vCHvH-pq_W9Px8j-3eP96z3deNG0YfaYA9r,35,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,2.625,0.23246006031229044,intr,0.26753993968770956,0.01753993968770956,3.888888888888889,0.8235400564360852,affine,0.3235400564360852
HGWSvMUnyO9H5i92oESvl76KuHMIndG2xtHDTRTYcyGg-4RO-h2P2B7f3O1AwK1T,25,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,2.75,0.26915037450936147,intr,0.23084962549063853,-0.019150374509361467,2.7777777777777777,0.3582841048572582,non-affine,0.1417158951427418
HMez8xBUim841CGYDrI-x_ED9oqz_FMDSYSHaCn26BTNDeIyX6ijPR4qS9a65LG4,37,College/A levels,College,inoculation,1.75,0.0503671270150136,intr,0.4496328729849864,0.1996328729849864,2.7777777777777777,0.3582841048572582,non-affine,0.1417158951427418
HNKSXLzBiv0WXLU_MRcH0Zrb-0b80Ah6iGWcVksWRgVR0dTcyyNZudAQoquYQuU1,26,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,3.75,0.6856354706455398,extr,0.18563547064553976,-0.06436452935446024,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
horHKmWSoW07viCCsgv0JGWzuqtAIRvZAkansmQWPs-QPvdt-9F_aWu-ASoXiuCx,37,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,2.125,0.10865816733284132,intr,0.39134183266715866,0.14134183266715866,3.6666666666666665,0.7487440315963316,affine,0.24874403159633163
hrBWgXOEs4qUQ-9kDFnndmRfSB6Q6un5ganLo6CyDkFfERAim_Uv-GkSxYnDo8IZ,30,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,4.5,0.9123796895084679,extr,0.41237968950846793,0.16237968950846793,4,0.8550040836957316,affine,0.35500408369573155
hSnIHHXk1RLPxHEKkM_lI87L4TsM3DuWvS3tL0mLT_ye7wNZyXWFXscSNB5hLA4I,34,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,2.375,0.16258948000326398,intr,0.337410519996736,0.08741051999673599,4.222222222222222,0.9060031443079403,affine,0.40600314430794027
HUUAL7ypsyBsOHKpQMkxl7GMdHM7XGOtsYgBG2zau6fRwxy1waJk1n93Ju1mlvCE,24,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,4.875,0.9634443147063263,extr,0.4634443147063263,0.2134443147063263,3.4444444444444446,0.6598833175440008,affine,0.15988331754400076
hWwM_S5pSHHF8ks4zvVPVDJcg2gmroCnSbe5lWpA607daazp4oaHu9Qf93wboeUP,20,College/A levels,College,inoculation,3,0.390591475433575,intr,0.10940852456642502,-0.14059147543357498,3.7777777777777777,0.7880697379814923,affine,0.28806973798149227
I7udadTUdpYp9I3s6kPm8hBX5fpVWSr_L8RcDgZLE-A3PhVOMABNdN_f6tOxNKm_,24,College/A levels,College,control,1.5,0.022750131948179216,intr,0.4772498680518208,0.2272498680518208,2.7777777777777777,0.3582841048572582,non-affine,0.1417158951427418
igiYOWobds4qSPBgfd8J3wA6916xXnaI--ynlQEvBgY1951gUgh9zj63Tvo6dFRn,23,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,2.75,0.26829507591553514,intr,0.23170492408446486,-0.01829507591553514,3.7777777777777777,0.7880697379814923,affine,0.28806973798149227
iLfnskFowv2vpklcH7dTgXFMjVjdX646SAvUH63DaUohIjs1GkKw-R05omxutL-0,30,College/A levels,College,inoculation,2.625,0.23337481494549728,intr,0.2666251850545027,0.016625185054502722,2.7777777777777777,0.3582841048572582,non-affine,0.1417158951427418
Ill0-Q2nreJ-Gl5pxzByNBd4BAr7SwcoKCPmME2moWS-tgkItDGR9DTDakLeO3YV,33,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,3.625,0.6542200793245094,extr,0.15422007932450943,-0.09577992067549057,3.4444444444444446,0.6598833175440008,affine,0.15988331754400076
ilUVqovPPawQOcycaFTmrPBWjlMNqIUGzzcnziH_TID1ENf76MEFECT_op0ufr4T,30,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,3.25,0.48670438618290796,intr,0.013295613817092045,-0.23670438618290796,4.222222222222222,0.9060031443079403,affine,0.40600314430794027
Im5MiJVGFFKBJ6RkmDIS4A1O1hh4kT_Zfzuk4fYr_vihUiSXR6IbqE2iDPfmfsjP,28,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,4.375,0.8808701492987225,extr,0.38087014929872254,0.13087014929872254,3.6666666666666665,0.7487440315963316,affine,0.24874403159633163
IYb-0m0haUWRzq1cVXJyPIyECqyWKtQR4drQMz3U7DBPHH0C5fCJFUPLKabxoaXm,28,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,2.375,0.15997388572722585,intr,0.3400261142727742,0.09002611427277418,2.7777777777777777,0.3582841048572582,non-affine,0.1417158951427418
J1RGMIrh_CERLDnxAIfbpTNajdRefmWfIgppJqx2iPfYVRnr0At0o8dHJz1v4mrZ,37,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,4.25,0.8590558157292707,extr,0.3590558157292707,0.1090558157292707,4,0.8550040836957316,affine,0.35500408369573155
J7Yaatu6lQaJKc2N9kfPx340mmqrZq0CXW9KjPaLPLE2NnTs0zHGkuJHWgv06XTS,28,College/A levels,College,control,3.75,0.691462461274013,extr,0.191462461274013,-0.05853753872598699,3.4444444444444446,0.6598833175440008,affine,0.15988331754400076
jdcF3GF-y0ednI5fNhxU-Rm4ByVw_8FDLugbFdkJCTzMd6d4ayJHj3zfjZeTSPUw,28,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,3.375,0.5368064259979399,extr,0.03680642599793993,-0.21319357400206007,2.888888888888889,0.4075506654302435,non-affine,0.09244933456975651
JUX2Z6VfRz2CJsc0nXHuCQIUWJhqOQlTlop5tkcB5uhgmujn5Pvt-qAb5BgkXHyb,33,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,3.75,0.7028477592643985,extr,0.20284775926439846,-0.047152240735601536,3.7777777777777777,0.7880697379814923,affine,0.28806973798149227
JWi2yPRw5YeW4RpCfgsk8FVx7wNn9yUKjp3okOinFaNIgJMmEG0jpl7BerAe_MjW,34,Secondary school/GCSE,Secondary school/GCSE or less,inoculation,1.5,0.027131498628134874,intr,0.47286850137186515,0.22286850137186515,3.7777777777777777,0.7880697379814923,affine,0.28806973798149227
kbDLWosjJ_MA5gXpwOy_onQIAzLvA0Ec30UC2x3RUVhR0Et5uOGKjb1N6V8d8Tq8,24,College/A levels,College,inoculation,2.625,0.23087902490546883,intr,0.26912097509453115,0.019120975094531145,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
kFmGnzZwfzcRCkWaLmX-tpwi5SvzE6Ip9zrwK293YiVrFFaxoQZ2FULUylKITY0b,30,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,2.5,0.193062337141907,intr,0.306937662858093,0.056937662858092986,2.7777777777777777,0.3582841048572582,non-affine,0.1417158951427418
KloL1q_Mr5FQkN00WyY7bCGNPUN0QEzoQ5Ia_8rvuNtxngL0QoqLMekWrkwaXZPz,18,College/A levels,College,inoculation,2.125,0.10564977366685524,intr,0.39435022633314476,0.14435022633314476,3.888888888888889,0.8235400564360852,affine,0.3235400564360852
KmmyybjmOR5Gi_ZXqC7CN89uzgzph12XF89QehqXGI4as_dGtSNud7-3AnAVDQ0N,29,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,4.25,0.8542747726716675,extr,0.3542747726716675,0.10427477267166751,3.888888888888889,0.8235400564360852,affine,0.3235400564360852
KzPzag3nIWo3j2IlWf-N0gCIFykwGtuzVytgirTrtEQwbMSrERNoT3R8zEn85K0f,38,College/A levels,College,control,1.875,0.06609065253076823,intr,0.43390934746923177,0.18390934746923177,2.4444444444444446,0.22643286628317424,non-affine,0.27356713371682573
L986S-3zImbOmnKvJK1huzuT3DLLyjpW232tWw_ahh1pItLwEiaM6WvyKDlFYpr4,30,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,2.125,0.09968765962952227,intr,0.40031234037047775,0.15031234037047775,3,0.45832630776244876,non-affine,0.04167369223755124
LaFmfdWzoFiVXrxwriJn5sS-OS_fMUCV9_140Zl4GCHZ2KLu_mPhcYdgv8L16Kh0,31,Secondary school/GCSE,Secondary school/GCSE or less,control,2.875,0.31442953786117755,intr,0.18557046213882245,-0.06442953786117755,4.111111111111111,0.8824529363865857,affine,0.38245293638658573
